"site","experiment","TrtID","year","input_type","modelled_SOC"
"E5_Field 3.3_RT_N45P0_CR4","E5","E5_N45P0_RT_CR4",1967,"c(""0-15"", ""15-30"")",52.84278636
"E5_Field 3.3_RT_N45P0_CR4","E5","E5_N45P0_RT_CR4",1973,"c(""0-15"", ""15-30"")",48.95839286
"E5_Field 3.3_RT_N45P0_CR4","E5","E5_N45P0_RT_CR4",1995,"0-15",94.3933205111111
"E5_Field 3.3_RT_N45P0_CR4","E5","E5_N45P0_RT_CR4",2003,"0-15",93.0140505111111
"E5_Field 3.3_RT_N45P0_CR4","E5","E5_N45P0_RT_CR4",2011,"0-15",93.2195673311111
"E5_Field 3.3_RT_N45P20_CR3","E5","E5_N45P20_RT_CR3",1922,"c(""0-15"", ""15-30"")",47.10005
"E5_Field 3.3_RT_N45P20_CR4","E5","E5_N45P20_RT_CR4",1940,"c(""0-15"", ""15-30"")",46.095085
"E5_Field 3.3_RT_N45P20_CR4","E5","E5_N45P20_RT_CR4",1953,"c(""0-15"", ""15-30"")",44.3680925
"E5_Field 3.3_RT_N45P20_CR4","E5","E5_N45P20_RT_CR4",1967,"0-15",65.0052561111111
"E5_Field 3.3_RT_N45P20_CR4","E5","E5_N45P20_RT_CR4",1973,"c(""0-15"", ""15-30"")",46.45232143
"E5_Field 3.3_RT_N45P20_CR4","E5","E5_N45P20_RT_CR4",1995,"0-15",94.2689674911111
"E5_Field 3.3_RT_N45P20_CR4","E5","E5_N45P20_RT_CR4",2003,"0-15",93.9735828111111
"E5_Field 3.3_RT_N45P20_CR4","E5","E5_N45P20_RT_CR4",2011,"0-15",93.0285361811111
"E60_CT","E60","E60_CT_CR36",2004,"0-30",42.8
"E60_NT","E60","E60_NT_CR36",2004,"0-30",43.3
"E61_CT","E61","E61_CT_CR8",2004,"0-30",69.9
"E61_NT","E61","E61_NT_CR37",2004,"0-30",71.2
"E62_CT","E62","E62_CT_CR38",2004,"0-30",66.2
"E62_NT","E62","E62_NT_CR38",2004,"0-30",66.2
"E63_CT_CR39","E63","E63_CT_CR39",2003,"0-15",45.8
"E63_CT_CR40","E63","E63_CT_CR40",2003,"0-15",45.8
"E63_CT_CR41","E63","E63_CT_CR41",2003,"0-15",45.8
"E63_CT_CR42","E63","E63_CT_CR42",2003,"0-15",45.8
"E63_NT_CR39","E63","E63_NT_CR39",2003,"0-15",49.6
"E63_NT_CR40","E63","E63_NT_CR40",2003,"0-15",49.6
"E63_NT_CR41","E63","E63_NT_CR41",2003,"0-15",49.6
"E63_NT_CR42","E63","E63_NT_CR42",2003,"0-15",49.6
"E64_CT","E64","E64_CT_CR43",2001,"0-15",82.8
"E64_NT","E64","E64_NT_CR43",2001,"0-15",82
"E65_CT","E65","E65_CT_CR8",2010,"0-30",88.5
"E65_NT","E65","E65_NT_CR8",2010,"0-30",96.2
"E66_CT","E66","E66_CT_CR44",2008,"0-30",67.4
"E66_NT","E66","E66_NT_CR44",2008,"0-30",71
"E67_CT_CR1","E67","E67_CT_CR1",1993,"0-15",45.8
"E67_CT_CR2","E67","E67_CT_CR2",1993,"0-15",45.8
"E67_NT_CR1","E67","E67_NT_CR1",1993,"0-15",47.8
"E67_NT_CR2","E67","E67_NT_CR2",1993,"0-15",47.8
"E68_CT_CR2","E68","E68_CT_CR2",1992,"0-15",44.15
"E68_NT_CR2","E68","E68_NT_CR2",1992,"0-15",46.65
"E69_CT_CR32","E69","E69_CT_CR32",1994,"0-15",52.2
"E69_CT_CR33","E69","E69_CT_CR33",1994,"0-15",52.2
"E69_CT_CR34","E69","E69_CT_CR34",1994,"0-15",52.2
"E69_NT_CR32","E69","E69_NT_CR32",1994,"0-15",56.6
"E69_NT_CR33","E69","E69_NT_CR33",1994,"0-15",56.6
"E69_NT_CR34","E69","E69_NT_CR34",1994,"0-15",56.6
"E6_Field 1.10_CT_T17_CR12","E6","E6_T17_CT_CR12",1976,"c(""0-15"", ""15-30"")",54.54
"E6_Field 1.10_CT_T18_CR11","E6","E6_T18_CT_CR11",1981,"c(""0-15"", ""15-30"")",45.894
"E6_Field 1.10_CT_T18_CR11","E6","E6_T18_CT_CR11",1984,"c(""0-15"", ""15-30"")",49.446
"E6_Field 1.10_CT_T18_CR11","E6","E6_T18_CT_CR11",1990,"c(""0-15"", ""15-30"")",57.762
"E6_Field 1.10_CT_T18_CR11","E6","E6_T18_CT_CR11",1993,"c(""0-15"", ""15-30"")",62.106
"E6_Field 1.10_CT_T18_CR11","E6","E6_T18_CT_CR11",1996,"c(""0-15"", ""15-30"")",56.16
"E6_Field 1.10_CT_T18_CR11","E6","E6_T18_CT_CR11",1999,"c(""0-15"", ""15-30"")",54.798
"E6_Field 1.10_CT_T18_CR11","E6","E6_T18_CT_CR11",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",75.948
"E6_Field 1.10_CT_T18_CR11","E6","E6_T18_CT_CR11",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",71.612
"E6_Field 1.10_CT_T18_CR11","E6","E6_T18_CT_CR11",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",84.633
"E6_Field 1.11_CT_T19_CR13","E6","E6_T19_CT_CR13",1976,"c(""0-15"", ""15-30"")",45.20475
"E6_Field 1.11_CT_T19_CR13","E6","E6_T19_CT_CR13",1981,"c(""0-15"", ""15-30"")",47.9509
"E6_Field 1.11_CT_T19_CR13","E6","E6_T19_CT_CR13",1984,"c(""0-15"", ""15-30"")",46.6157
"E6_Field 1.11_CT_T19_CR13","E6","E6_T19_CT_CR13",1990,"c(""0-15"", ""15-30"")",48.3167
"E6_Field 1.11_CT_T19_CR13","E6","E6_T19_CT_CR13",1993,"c(""0-15"", ""15-30"")",50.0542
"E6_Field 1.11_CT_T19_CR13","E6","E6_T19_CT_CR13",1996,"c(""0-15"", ""15-30"")",49.9528
"E6_Field 1.11_CT_T19_CR13","E6","E6_T19_CT_CR13",1999,"c(""0-15"", ""15-30"")",49.45325
"E6_Field 1.11_CT_T19_CR13","E6","E6_T19_CT_CR13",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.655625
"E6_Field 1.11_CT_T19_CR13","E6","E6_T19_CT_CR13",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",60.4216666666667
"E6_Field 1.11_CT_T19_CR13","E6","E6_T19_CT_CR13",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.7339166666667
"E6_Field 1.12_CT_T20_CR10","E6","E6_T20_CT_CR10",1976,"c(""0-15"", ""15-30"")",47.07
"E6_Field 1.12_CT_T20_CR10","E6","E6_T20_CT_CR10",1981,"c(""0-15"", ""15-30"")",45.4386
"E6_Field 1.12_CT_T20_CR10","E6","E6_T20_CT_CR10",1984,"c(""0-15"", ""15-30"")",56.5312
"E6_Field 1.12_CT_T20_CR10","E6","E6_T20_CT_CR10",1990,"c(""0-15"", ""15-30"")",53.0824
"E6_Field 1.12_CT_T20_CR10","E6","E6_T20_CT_CR10",1993,"c(""0-15"", ""15-30"")",53.9651
"E6_Field 1.12_CT_T20_CR10","E6","E6_T20_CT_CR10",1996,"c(""0-15"", ""15-30"")",50.8516
"E6_Field 1.12_CT_T20_CR10","E6","E6_T20_CT_CR10",1999,"c(""0-15"", ""15-30"")",50.9298
"E6_Field 1.12_CT_T20_CR10","E6","E6_T20_CT_CR10",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",65.0330666666667
"E6_Field 1.12_CT_T20_CR10","E6","E6_T20_CT_CR10",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",68.2561666666667
"E6_Field 1.12_CT_T20_CR10","E6","E6_T20_CT_CR10",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",62.6868333333333
"E6_Field 1.1_CT_T1_CR1","E6","E6_T1_CT_CR1",1976,"c(""0-15"", ""15-30"")",49.1165
"E6_Field 1.1_CT_T1_CR1","E6","E6_T1_CT_CR1",1981,"c(""0-15"", ""15-30"")",47.13353333
"E6_Field 1.1_CT_T1_CR1","E6","E6_T1_CT_CR1",1984,"c(""0-15"", ""15-30"")",48.46943333
"E6_Field 1.1_CT_T1_CR1","E6","E6_T1_CT_CR1",1990,"c(""0-15"", ""15-30"")",48.64083333
"E6_Field 1.1_CT_T1_CR1","E6","E6_T1_CT_CR1",1993,"c(""0-15"", ""15-30"")",51.01356667
"E6_Field 1.1_CT_T1_CR1","E6","E6_T1_CT_CR1",1996,"c(""0-15"", ""15-30"")",50.81283333
"E6_Field 1.1_CT_T1_CR1","E6","E6_T1_CT_CR1",1999,"c(""0-15"", ""15-30"")",51.9371
"E6_Field 1.1_CT_T1_CR1","E6","E6_T1_CT_CR1",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",62.9028777766667
"E6_Field 1.1_CT_T1_CR1","E6","E6_T1_CT_CR1",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",59.76611111
"E6_Field 1.1_CT_T1_CR1","E6","E6_T1_CT_CR1",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.3875
"E6_Field 1.2_CT_T2_CR1","E6","E6_T2_CT_CR1",1976,"c(""0-15"", ""15-30"")",49.97866667
"E6_Field 1.2_CT_T2_CR1","E6","E6_T2_CT_CR1",1981,"c(""0-15"", ""15-30"")",44.25593333
"E6_Field 1.2_CT_T2_CR1","E6","E6_T2_CT_CR1",1984,"c(""0-15"", ""15-30"")",46.01073333
"E6_Field 1.2_CT_T2_CR1","E6","E6_T2_CT_CR1",1990,"c(""0-15"", ""15-30"")",52.2314
"E6_Field 1.2_CT_T2_CR1","E6","E6_T2_CT_CR1",1993,"c(""0-15"", ""15-30"")",54.51663333
"E6_Field 1.2_CT_T2_CR1","E6","E6_T2_CT_CR1",1996,"c(""0-15"", ""15-30"")",53.08876667
"E6_Field 1.2_CT_T2_CR1","E6","E6_T2_CT_CR1",1999,"c(""0-15"", ""15-30"")",55.48013333
"E6_Field 1.2_CT_T2_CR1","E6","E6_T2_CT_CR1",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",66.9319055566667
"E6_Field 1.2_CT_T2_CR1","E6","E6_T2_CT_CR1",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",65.19038889
"E6_Field 1.2_CT_T2_CR1","E6","E6_T2_CT_CR1",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.4387222233333
"E6_Field 1.3_CT_T3_CR2","E6","E6_T3_CT_CR2",1976,"c(""0-15"", ""15-30"")",47.48233333
"E6_Field 1.3_CT_T3_CR2","E6","E6_T3_CT_CR2",1981,"c(""0-15"", ""15-30"")",45.8401
"E6_Field 1.3_CT_T3_CR2","E6","E6_T3_CT_CR2",1984,"c(""0-15"", ""15-30"")",47.58266667
"E6_Field 1.3_CT_T3_CR2","E6","E6_T3_CT_CR2",1990,"c(""0-15"", ""15-30"")",45.9219
"E6_Field 1.3_CT_T3_CR2","E6","E6_T3_CT_CR2",1993,"c(""0-15"", ""15-30"")",47.85746667
"E6_Field 1.3_CT_T3_CR2","E6","E6_T3_CT_CR2",1996,"c(""0-15"", ""15-30"")",51.95363333
"E6_Field 1.3_CT_T3_CR2","E6","E6_T3_CT_CR2",1999,"c(""0-15"", ""15-30"")",51.16593333
"E6_Field 1.3_CT_T3_CR2","E6","E6_T3_CT_CR2",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.2494777766667
"E6_Field 1.3_CT_T3_CR2","E6","E6_T3_CT_CR2",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.1851666666667
"E6_Field 1.3_CT_T3_CR2","E6","E6_T3_CT_CR2",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.8099444433333
"E6_Field 1.4_CT_T4_CR3","E6","E6_T4_CT_CR3",1976,"c(""0-15"", ""15-30"")",52.011
"E6_Field 1.4_CT_T4_CR3","E6","E6_T4_CT_CR3",1981,"c(""0-15"", ""15-30"")",47.5759
"E6_Field 1.4_CT_T5_CR4","E6","E6_T5_CT_CR4",1984,"c(""0-15"", ""15-30"")",52.2261
"E6_Field 1.4_CT_T5_CR4","E6","E6_T5_CT_CR4",1990,"c(""0-15"", ""15-30"")",54.09773333
"E6_Field 1.4_CT_T6_CR5","E6","E6_T6_CT_CR5",1993,"c(""0-15"", ""15-30"")",54.85126667
"E6_Field 1.4_CT_T6_CR5","E6","E6_T6_CT_CR5",1996,"c(""0-15"", ""15-30"")",55.28283333
"E6_Field 1.4_CT_T6_CR5","E6","E6_T6_CT_CR5",1999,"c(""0-15"", ""15-30"")",56.7844
"E6_Field 1.4_CT_T6_CR5","E6","E6_T6_CT_CR5",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",71.1943833333333
"E6_Field 1.4_CT_T6_CR5","E6","E6_T6_CT_CR5",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",71.31211111
"E6_Field 1.4_CT_T6_CR5","E6","E6_T6_CT_CR5",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",75.6575
"E6_Field 1.5_CT_T7_CR1","E6","E6_T7_CT_CR1",1976,"c(""0-15"", ""15-30"")",47.09866667
"E6_Field 1.5_CT_T7_CR1","E6","E6_T7_CT_CR1",1981,"c(""0-15"", ""15-30"")",46.1445
"E6_Field 1.5_CT_T7_CR1","E6","E6_T7_CT_CR1",1984,"c(""0-15"", ""15-30"")",47.30566667
"E6_Field 1.5_CT_T7_CR1","E6","E6_T7_CT_CR1",1990,"c(""0-15"", ""15-30"")",48.26616667
"E6_Field 1.5_CT_T7_CR1","E6","E6_T7_CT_CR1",1993,"c(""0-15"", ""15-30"")",52.5221
"E6_Field 1.5_CT_T7_CR1","E6","E6_T7_CT_CR1",1996,"c(""0-15"", ""15-30"")",52.11293333
"E6_Field 1.5_CT_T7_CR1","E6","E6_T7_CT_CR1",1999,"c(""0-15"", ""15-30"")",51.74936667
"E6_Field 1.5_CT_T7_CR1","E6","E6_T7_CT_CR1",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",62.9499277766667
"E6_Field 1.5_CT_T7_CR1","E6","E6_T7_CT_CR1",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",60.4437777766667
"E6_Field 1.5_CT_T7_CR1","E6","E6_T7_CT_CR1",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",62.9440555566667
"E6_Field 1.6_CT_T10_CR8","E6","E6_T10_CT_CR8",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",70.672
"E6_Field 1.6_CT_T10_CR8","E6","E6_T10_CT_CR8",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",70.1776666666667
"E6_Field 1.6_CT_T8_CR6","E6","E6_T8_CT_CR6",1976,"c(""0-15"", ""15-30"")",50.79733333
"E6_Field 1.6_CT_T8_CR6","E6","E6_T8_CT_CR6",1981,"c(""0-15"", ""15-30"")",48.70566667
"E6_Field 1.6_CT_T8_CR6","E6","E6_T8_CT_CR6",1984,"c(""0-15"", ""15-30"")",51.95643333
"E6_Field 1.6_CT_T9_CR7","E6","E6_T9_CT_CR7",1990,"c(""0-15"", ""15-30"")",51.3239
"E6_Field 1.6_CT_T9_CR7","E6","E6_T9_CT_CR7",1993,"c(""0-15"", ""15-30"")",53.12806667
"E6_Field 1.6_CT_T9_CR7","E6","E6_T9_CT_CR7",1996,"c(""0-15"", ""15-30"")",54.1869
"E6_Field 1.6_CT_T9_CR7","E6","E6_T9_CT_CR7",1999,"c(""0-15"", ""15-30"")",55.72203333
"E6_Field 1.6_CT_T9_CR7","E6","E6_T9_CT_CR7",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",72.7242944433333
"E6_Field 1.7_CT_T11_CR9","E6","E6_T11_CT_CR9",1976,"c(""0-15"", ""15-30"")",54.31633333
"E6_Field 1.7_CT_T11_CR9","E6","E6_T11_CT_CR9",1981,"c(""0-15"", ""15-30"")",51.23426667
"E6_Field 1.7_CT_T11_CR9","E6","E6_T11_CT_CR9",1984,"c(""0-15"", ""15-30"")",51.8556
"E6_Field 1.7_CT_T12_CR7","E6","E6_T12_CT_CR7",1990,"c(""0-15"", ""15-30"")",51.52226667
"E6_Field 1.7_CT_T12_CR7","E6","E6_T12_CT_CR7",1993,"c(""0-15"", ""15-30"")",56.0612
"E6_Field 1.7_CT_T12_CR7","E6","E6_T12_CT_CR7",1996,"c(""0-15"", ""15-30"")",58.01026667
"E6_Field 1.7_CT_T12_CR7","E6","E6_T12_CT_CR7",1999,"c(""0-15"", ""15-30"")",57.1329
"E6_Field 1.7_CT_T12_CR7","E6","E6_T12_CT_CR7",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",77.4631833333333
"E6_Field 1.7_CT_T13_CR8","E6","E6_T13_CT_CR8",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",72.50611111
"E6_Field 1.7_CT_T13_CR8","E6","E6_T13_CT_CR8",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",74.2566666666667
"E6_Field 1.8_CT_T14_CR10","E6","E6_T14_CT_CR10",1976,"c(""0-15"", ""15-30"")",55.9545
"E6_Field 1.8_CT_T14_CR10","E6","E6_T14_CT_CR10",1981,"c(""0-15"", ""15-30"")",52.223
"E6_Field 1.8_CT_T14_CR10","E6","E6_T14_CT_CR10",1984,"c(""0-15"", ""15-30"")",49.299
"E6_Field 1.8_CT_T14_CR10","E6","E6_T14_CT_CR10",1990,"c(""0-15"", ""15-30"")",51.6427
"E6_Field 1.8_CT_T14_CR10","E6","E6_T14_CT_CR10",1993,"c(""0-15"", ""15-30"")",52.4103
"E6_Field 1.8_CT_T14_CR10","E6","E6_T14_CT_CR10",1996,"c(""0-15"", ""15-30"")",57.5754
"E6_Field 1.8_CT_T14_CR10","E6","E6_T14_CT_CR10",1999,"c(""0-15"", ""15-30"")",57.7814
"E6_Field 1.8_CT_T14_CR10","E6","E6_T14_CT_CR10",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",81.9898166666667
"E6_Field 1.8_CT_T14_CR10","E6","E6_T14_CT_CR10",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",70.0645
"E6_Field 1.8_CT_T14_CR10","E6","E6_T14_CT_CR10",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",75.84
"E6_Field 1.9_CT_T15_CR10","E6","E6_T15_CT_CR10",1976,"c(""0-15"", ""15-30"")",56.28
"E6_Field 1.9_CT_T16_CR11","E6","E6_T16_CT_CR11",1981,"c(""0-15"", ""15-30"")",57.042
"E6_Field 1.9_CT_T16_CR11","E6","E6_T16_CT_CR11",1984,"c(""0-15"", ""15-30"")",56.826
"E6_Field 1.9_CT_T16_CR11","E6","E6_T16_CT_CR11",1990,"c(""0-15"", ""15-30"")",53.796
"E6_Field 1.9_CT_T16_CR11","E6","E6_T16_CT_CR11",1993,"c(""0-15"", ""15-30"")",56.712
"E6_Field 1.9_CT_T16_CR11","E6","E6_T16_CT_CR11",1996,"c(""0-15"", ""15-30"")",58.314
"E6_Field 1.9_CT_T16_CR11","E6","E6_T16_CT_CR11",1999,"c(""0-15"", ""15-30"")",59.97
"E6_Field 1.9_CT_T16_CR11","E6","E6_T16_CT_CR11",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",79.1993
"E6_Field 1.9_CT_T16_CR11","E6","E6_T16_CT_CR11",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",80.3245
"E6_Field 1.9_CT_T16_CR11","E6","E6_T16_CT_CR11",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",83.698
"E6_Field 2.11_CT_T19_CR13","E6","E6_T19_CT_CR13",1976,"c(""0-15"", ""15-30"")",45.20475
"E6_Field 2.11_CT_T19_CR13","E6","E6_T19_CT_CR13",1981,"c(""0-15"", ""15-30"")",47.9509
"E6_Field 2.11_CT_T19_CR13","E6","E6_T19_CT_CR13",1984,"c(""0-15"", ""15-30"")",46.6157
"E6_Field 2.11_CT_T19_CR13","E6","E6_T19_CT_CR13",1990,"c(""0-15"", ""15-30"")",48.3167
"E6_Field 2.11_CT_T19_CR13","E6","E6_T19_CT_CR13",1993,"c(""0-15"", ""15-30"")",50.0542
"E6_Field 2.11_CT_T19_CR13","E6","E6_T19_CT_CR13",1996,"c(""0-15"", ""15-30"")",49.9528
"E6_Field 2.11_CT_T19_CR13","E6","E6_T19_CT_CR13",1999,"c(""0-15"", ""15-30"")",49.45325
"E6_Field 2.11_CT_T19_CR13","E6","E6_T19_CT_CR13",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.655625
"E6_Field 2.11_CT_T19_CR13","E6","E6_T19_CT_CR13",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",60.4216666666667
"E6_Field 2.11_CT_T19_CR13","E6","E6_T19_CT_CR13",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.7339166666667
"E6_Field 2.1_CT_T1_CR1","E6","E6_T1_CT_CR1",1976,"c(""0-15"", ""15-30"")",49.1165
"E6_Field 2.1_CT_T1_CR1","E6","E6_T1_CT_CR1",1981,"c(""0-15"", ""15-30"")",47.13353333
"E6_Field 2.1_CT_T1_CR1","E6","E6_T1_CT_CR1",1984,"c(""0-15"", ""15-30"")",48.46943333
"E6_Field 2.1_CT_T1_CR1","E6","E6_T1_CT_CR1",1990,"c(""0-15"", ""15-30"")",48.64083333
"E6_Field 2.1_CT_T1_CR1","E6","E6_T1_CT_CR1",1993,"c(""0-15"", ""15-30"")",51.01356667
"E6_Field 2.1_CT_T1_CR1","E6","E6_T1_CT_CR1",1996,"c(""0-15"", ""15-30"")",50.81283333
"E6_Field 2.1_CT_T1_CR1","E6","E6_T1_CT_CR1",1999,"c(""0-15"", ""15-30"")",51.9371
"E6_Field 2.1_CT_T1_CR1","E6","E6_T1_CT_CR1",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",62.9028777766667
"E6_Field 2.1_CT_T1_CR1","E6","E6_T1_CT_CR1",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",59.76611111
"E6_Field 2.1_CT_T1_CR1","E6","E6_T1_CT_CR1",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.3875
"E6_Field 2.2_CT_T2_CR1","E6","E6_T2_CT_CR1",1976,"c(""0-15"", ""15-30"")",49.97866667
"E6_Field 2.2_CT_T2_CR1","E6","E6_T2_CT_CR1",1981,"c(""0-15"", ""15-30"")",44.25593333
"E6_Field 2.2_CT_T2_CR1","E6","E6_T2_CT_CR1",1984,"c(""0-15"", ""15-30"")",46.01073333
"E6_Field 2.2_CT_T2_CR1","E6","E6_T2_CT_CR1",1990,"c(""0-15"", ""15-30"")",52.2314
"E6_Field 2.2_CT_T2_CR1","E6","E6_T2_CT_CR1",1993,"c(""0-15"", ""15-30"")",54.51663333
"E6_Field 2.2_CT_T2_CR1","E6","E6_T2_CT_CR1",1996,"c(""0-15"", ""15-30"")",53.08876667
"E6_Field 2.2_CT_T2_CR1","E6","E6_T2_CT_CR1",1999,"c(""0-15"", ""15-30"")",55.48013333
"E6_Field 2.2_CT_T2_CR1","E6","E6_T2_CT_CR1",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",66.9319055566667
