"site","experiment","TrtID","year","input_type","modelled_SOC"
"E7_Field 1T6","E7","E7_T6_NT_CR5",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",70.3952625
"E7_Field 1T6","E7","E7_T6_NT_CR5",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",66.6427458333333
"E7_Field 1T7","E7","E7_T7_RT_CR5",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",67.3809965421667
"E7_Field 1T7","E7","E7_T7_RT_CR5",1990,"c(""0-7.5"", ""0-15"", ""7.5-15"")",46.9198494552174
"E7_Field 1T7","E7","E7_T7_RT_CR5",1993,"c(""0-7.5"", ""0-15"", ""7.5-15"")",47.5648994552174
"E7_Field 1T7","E7","E7_T7_NT_CR5",1996,"c(""0-7.5"", ""0-15"", ""7.5-15"")",49.6995494552174
"E7_Field 1T7","E7","E7_T7_NT_CR5",1999,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",59.66968625
"E7_Field 1T7","E7","E7_T7_NT_CR5",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",67.9803975
"E7_Field 1T7","E7","E7_T7_NT_CR5",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",67.5339666666667
"E7_Field 1T7","E7","E7_T7_NT_CR5",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",70.5019375
"E7_Field 1T8","E7","E7_T8_RT_CR5",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",58.6734720833333
"E7_Field 1T8","E7","E7_T8_RT_CR5",1990,"c(""0-7.5"", ""0-15"", ""7.5-15"")",45.1479744552174
"E7_Field 1T8","E7","E7_T8_RT_CR5",1993,"c(""0-7.5"", ""0-15"", ""7.5-15"")",45.9465744552174
"E7_Field 1T8","E7","E7_T8_NT_CR5",1996,"c(""0-7.5"", ""0-15"", ""7.5-15"")",47.7846744552174
"E7_Field 1T8","E7","E7_T8_NT_CR5",1999,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",57.3967183333333
"E7_Field 1T9","E7","E7_T9_NT_CR6",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.3789673555
"E7_Field 1T9","E7","E7_T9_NT_CR6",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",66.3052666666667
"E7_Field 1T9","E7","E7_T9_NT_CR6",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4404411641667
"E7_Field 2T1","E7","E7_T1_RT_CR1",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.5436745833333
"E7_Field 2T1","E7","E7_T1_RT_CR1",1990,"c(""0-7.5"", ""0-15"", ""7.5-15"")",45.7808327852174
"E7_Field 2T1","E7","E7_T1_RT_CR1",1993,"c(""0-7.5"", ""0-15"", ""7.5-15"")",45.7164244552174
"E7_Field 2T1","E7","E7_T1_NT_CR1",1996,"c(""0-7.5"", ""0-15"", ""7.5-15"")",47.9019411252174
"E7_Field 2T1","E7","E7_T1_NT_CR1",1999,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",55.9106315215
"E7_Field 2T1","E7","E7_T1_NT_CR1",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",62.3825249395
"E7_Field 2T1","E7","E7_T1_NT_CR1",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",61.8809125021667
"E7_Field 2T1","E7","E7_T1_NT_CR1",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",58.4596319411667
"E7_Field 2T2","E7","E7_T2_RT_CR2",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.1139333411667
"E7_Field 2T2","E7","E7_T2_RT_CR2",1990,"c(""0-7.5"", ""0-15"", ""7.5-15"")",45.7663411252174
"E7_Field 2T2","E7","E7_T2_RT_CR2",1993,"c(""0-7.5"", ""0-15"", ""7.5-15"")",46.5398411252174
"E7_Field 2T2","E7","E7_T2_NT_CR2",1996,"c(""0-7.5"", ""0-15"", ""7.5-15"")",48.3836744552174
"E7_Field 2T2","E7","E7_T2_NT_CR2",1999,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",59.6006386021667
"E7_Field 2T2","E7","E7_T2_NT_CR2",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",65.2517427083333
"E7_Field 2T2","E7","E7_T2_NT_CR2",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",65.5015166588333
"E7_Field 2T2","E7","E7_T2_NT_CR2",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",65.0725972311667
"E7_Field 2T3","E7","E7_T3_RT_CR3",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4955763845
"E7_Field 2T3","E7","E7_T3_RT_CR3",1990,"c(""0-7.5"", ""0-15"", ""7.5-15"")",46.4488411252174
"E7_Field 2T3","E7","E7_T3_RT_CR3",1993,"c(""0-7.5"", ""0-15"", ""7.5-15"")",46.2419244552174
"E7_Field 2T3","E7","E7_T3_NT_CR3",1996,"c(""0-7.5"", ""0-15"", ""7.5-15"")",47.3100911252174
"E7_Field 2T3","E7","E7_T3_NT_CR3",1999,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",61.1364284755
"E7_Field 2T4","E7","E7_T4_RT_CR1",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",62.6228288435
"E7_Field 2T4","E7","E7_T4_RT_CR1",1990,"c(""0-7.5"", ""0-15"", ""7.5-15"")",45.8827744552174
"E7_Field 2T4","E7","E7_T4_RT_CR1",1993,"c(""0-7.5"", ""0-15"", ""7.5-15"")",45.9982744552174
"E7_Field 2T4","E7","E7_T4_NT_CR1",1996,"c(""0-7.5"", ""0-15"", ""7.5-15"")",47.6768744552174
"E7_Field 2T4","E7","E7_T4_NT_CR1",1999,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",55.112985691
"E7_Field 2T4","E7","E7_T4_NT_CR1",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",60.8943558333333
"E7_Field 2T4","E7","E7_T4_NT_CR1",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.2580277688333
"E7_Field 2T4","E7","E7_T4_NT_CR1",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",59.0635013921667
"E7_Field 2T5","E7","E7_T5_RT_CR4",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4338015625
"E7_Field 2T5","E7","E7_T5_RT_CR4",1990,"c(""0-7.5"", ""0-15"", ""7.5-15"")",45.7053932052174
"E7_Field 2T5","E7","E7_T5_RT_CR4",1993,"c(""0-7.5"", ""0-15"", ""7.5-15"")",46.3412994552174
"E7_Field 2T5","E7","E7_T5_NT_CR4",1996,"c(""0-7.5"", ""0-15"", ""7.5-15"")",47.9447807052174
"E7_Field 2T5","E7","E7_T5_NT_CR4",1999,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",57.0660679166667
"E7_Field 2T5","E7","E7_T5_NT_CR4",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.3217879736667
"E7_Field 2T5","E7","E7_T5_NT_CR4",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",61.67318125
"E7_Field 2T5","E7","E7_T5_NT_CR4",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",62.58755625
"E7_Field 2T9","E7","E7_T9_NT_CR6",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.3789673555
"E7_Field 2T9","E7","E7_T9_NT_CR6",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",66.3052666666667
"E7_Field 2T9","E7","E7_T9_NT_CR6",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4404411641667
"E7_Field 3T1","E7","E7_T1_RT_CR1",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.5436745833333
"E7_Field 3T1","E7","E7_T1_RT_CR1",1990,"c(""0-7.5"", ""0-15"", ""7.5-15"")",45.7808327852174
"E7_Field 3T1","E7","E7_T1_RT_CR1",1993,"c(""0-7.5"", ""0-15"", ""7.5-15"")",45.7164244552174
"E7_Field 3T1","E7","E7_T1_NT_CR1",1996,"c(""0-7.5"", ""0-15"", ""7.5-15"")",47.9019411252174
"E7_Field 3T1","E7","E7_T1_NT_CR1",1999,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",55.9106315215
"E7_Field 3T1","E7","E7_T1_NT_CR1",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",62.3825249395
"E7_Field 3T1","E7","E7_T1_NT_CR1",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",61.8809125021667
"E7_Field 3T1","E7","E7_T1_NT_CR1",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",58.4596319411667
"E7_Field 3T2","E7","E7_T2_RT_CR2",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.1139333411667
"E7_Field 3T2","E7","E7_T2_RT_CR2",1990,"c(""0-7.5"", ""0-15"", ""7.5-15"")",45.7663411252174
"E7_Field 3T2","E7","E7_T2_RT_CR2",1993,"c(""0-7.5"", ""0-15"", ""7.5-15"")",46.5398411252174
"E7_Field 3T2","E7","E7_T2_NT_CR2",1996,"c(""0-7.5"", ""0-15"", ""7.5-15"")",48.3836744552174
"E7_Field 3T2","E7","E7_T2_NT_CR2",1999,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",59.6006386021667
"E7_Field 3T2","E7","E7_T2_NT_CR2",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",65.2517427083333
"E7_Field 3T2","E7","E7_T2_NT_CR2",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",65.5015166588333
"E7_Field 3T2","E7","E7_T2_NT_CR2",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",65.0725972311667
"E7_Field 3T3","E7","E7_T3_RT_CR3",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4955763845
"E7_Field 3T3","E7","E7_T3_RT_CR3",1990,"c(""0-7.5"", ""0-15"", ""7.5-15"")",46.4488411252174
"E7_Field 3T3","E7","E7_T3_RT_CR3",1993,"c(""0-7.5"", ""0-15"", ""7.5-15"")",46.2419244552174
"E7_Field 3T3","E7","E7_T3_NT_CR3",1996,"c(""0-7.5"", ""0-15"", ""7.5-15"")",47.3100911252174
"E7_Field 3T3","E7","E7_T3_NT_CR3",1999,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",61.1364284755
"E7_Field 3T4","E7","E7_T4_RT_CR1",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",62.6228288435
"E7_Field 3T4","E7","E7_T4_RT_CR1",1990,"c(""0-7.5"", ""0-15"", ""7.5-15"")",45.8827744552174
"E7_Field 3T4","E7","E7_T4_RT_CR1",1993,"c(""0-7.5"", ""0-15"", ""7.5-15"")",45.9982744552174
"E7_Field 3T4","E7","E7_T4_NT_CR1",1996,"c(""0-7.5"", ""0-15"", ""7.5-15"")",47.6768744552174
"E7_Field 3T4","E7","E7_T4_NT_CR1",1999,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",55.112985691
"E7_Field 3T4","E7","E7_T4_NT_CR1",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",60.8943558333333
"E7_Field 3T4","E7","E7_T4_NT_CR1",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.2580277688333
"E7_Field 3T4","E7","E7_T4_NT_CR1",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",59.0635013921667
"E7_Field 3T5","E7","E7_T5_RT_CR4",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4338015625
"E7_Field 3T5","E7","E7_T5_RT_CR4",1990,"c(""0-7.5"", ""0-15"", ""7.5-15"")",45.7053932052174
"E7_Field 3T5","E7","E7_T5_RT_CR4",1993,"c(""0-7.5"", ""0-15"", ""7.5-15"")",46.3412994552174
"E7_Field 3T5","E7","E7_T5_NT_CR4",1996,"c(""0-7.5"", ""0-15"", ""7.5-15"")",47.9447807052174
"E7_Field 3T5","E7","E7_T5_NT_CR4",1999,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",57.0660679166667
"E7_Field 3T5","E7","E7_T5_NT_CR4",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.3217879736667
"E7_Field 3T5","E7","E7_T5_NT_CR4",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",61.67318125
"E7_Field 3T5","E7","E7_T5_NT_CR4",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",62.58755625
"E7_Field 3T9","E7","E7_T9_NT_CR6",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.3789673555
"E7_Field 3T9","E7","E7_T9_NT_CR6",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",66.3052666666667
"E7_Field 3T9","E7","E7_T9_NT_CR6",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4404411641667
"E7_Field 4T5","E7","E7_T5_RT_CR4",1987,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4338015625
"E7_Field 4T5","E7","E7_T5_RT_CR4",1990,"c(""0-7.5"", ""0-15"", ""7.5-15"")",45.7053932052174
"E7_Field 4T5","E7","E7_T5_RT_CR4",1993,"c(""0-7.5"", ""0-15"", ""7.5-15"")",46.3412994552174
"E7_Field 4T5","E7","E7_T5_NT_CR4",1996,"c(""0-7.5"", ""0-15"", ""7.5-15"")",47.9447807052174
"E7_Field 4T5","E7","E7_T5_NT_CR4",1999,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",57.0660679166667
"E7_Field 4T5","E7","E7_T5_NT_CR4",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",64.3217879736667
"E7_Field 4T5","E7","E7_T5_NT_CR4",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",61.67318125
"E7_Field 4T5","E7","E7_T5_NT_CR4",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",62.58755625
"E7_Field 4T9","E7","E7_T9_NT_CR6",2003,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.3789673555
"E7_Field 4T9","E7","E7_T9_NT_CR6",2009,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",66.3052666666667
"E7_Field 4T9","E7","E7_T9_NT_CR6",2015,"c(""0-7.5"", ""0-15"", ""7.5-15"", ""15-30"")",63.4404411641667
"E8_Field 1T1","E8","E8_T1_CT_CR1",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.9971406244444
"E8_Field 1T2","E8","E8_T2_CT_CR2",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.4584531244444
"E8_Field 1T2","E8","E8_T2_CT_CR2",2006,"0-15",49.9645937488889
"E8_Field 1T3","E8","E8_T3_CT_CR3",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.6572031244445
"E8_Field 1T3","E8","E8_T3_CT_CR3",2012,"0-15",46.8115937488889
"E8_Field 1T4","E8","E8_T4_NT_CR4",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",53.1502812544445
"E8_Field 1T5","E8","E8_T5_NT_CR3",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.0646718744444
"E8_Field 1T6","E8","E8_T6_NT_CR1",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1309531244444
"E8_Field 1T7","E8","E8_T7_CT_CR5",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1292656244444
"E8_Field 1T8","E8","E8_T8_CT_CR6",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",55.2740468744445
"E8_Field 1T9","E8","E8_T9_CT_CR7",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.4379843744444
"E8_Field 2T1","E8","E8_T1_CT_CR1",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.9971406244444
"E8_Field 2T2","E8","E8_T2_CT_CR2",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.4584531244444
"E8_Field 2T2","E8","E8_T2_CT_CR2",2006,"0-15",49.9645937488889
"E8_Field 2T3","E8","E8_T3_CT_CR3",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.6572031244445
"E8_Field 2T3","E8","E8_T3_CT_CR3",2012,"0-15",46.8115937488889
"E8_Field 2T4","E8","E8_T4_NT_CR4",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",53.1502812544445
"E8_Field 2T5","E8","E8_T5_NT_CR3",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.0646718744444
"E8_Field 2T6","E8","E8_T6_NT_CR1",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1309531244444
"E8_Field 2T7","E8","E8_T7_CT_CR5",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1292656244444
"E8_Field 2T8","E8","E8_T8_CT_CR6",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",55.2740468744445
"E8_Field 2T9","E8","E8_T9_CT_CR7",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.4379843744444
"E8_Field 3T1","E8","E8_T1_CT_CR1",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.9971406244444
"E8_Field 3T2","E8","E8_T2_CT_CR2",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.4584531244444
"E8_Field 3T2","E8","E8_T2_CT_CR2",2006,"0-15",49.9645937488889
"E8_Field 3T3","E8","E8_T3_CT_CR3",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.6572031244445
"E8_Field 3T3","E8","E8_T3_CT_CR3",2012,"0-15",46.8115937488889
"E8_Field 3T4","E8","E8_T4_NT_CR4",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",53.1502812544445
"E8_Field 3T5","E8","E8_T5_NT_CR3",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.0646718744444
"E8_Field 3T6","E8","E8_T6_NT_CR1",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1309531244444
"E8_Field 3T7","E8","E8_T7_CT_CR5",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1292656244444
"E8_Field 3T8","E8","E8_T8_CT_CR6",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",55.2740468744445
"E8_Field 3T9","E8","E8_T9_CT_CR7",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.4379843744444
"E8_Field 4T1","E8","E8_T1_CT_CR1",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.9971406244444
"E8_Field 4T2","E8","E8_T2_CT_CR2",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.4584531244444
"E8_Field 4T2","E8","E8_T2_CT_CR2",2006,"0-15",49.9645937488889
"E8_Field 4T3","E8","E8_T3_CT_CR3",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.6572031244445
"E8_Field 4T3","E8","E8_T3_CT_CR3",2012,"0-15",46.8115937488889
"E8_Field 4T4","E8","E8_T4_NT_CR4",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",53.1502812544445
"E8_Field 4T5","E8","E8_T5_NT_CR3",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.0646718744444
"E8_Field 4T6","E8","E8_T6_NT_CR1",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1309531244444
"E8_Field 4T7","E8","E8_T7_CT_CR5",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1292656244444
"E8_Field 4T8","E8","E8_T8_CT_CR6",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",55.2740468744445
"E8_Field 4T9","E8","E8_T9_CT_CR7",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.4379843744444
"E8_Field 5T1","E8","E8_T1_CT_CR1",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.9971406244444
"E8_Field 5T2","E8","E8_T2_CT_CR2",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.4584531244444
"E8_Field 5T2","E8","E8_T2_CT_CR2",2006,"0-15",49.9645937488889
"E8_Field 5T3","E8","E8_T3_CT_CR3",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.6572031244445
"E8_Field 5T3","E8","E8_T3_CT_CR3",2012,"0-15",46.8115937488889
"E8_Field 5T4","E8","E8_T4_NT_CR4",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",53.1502812544445
"E8_Field 5T5","E8","E8_T5_NT_CR3",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.0646718744444
"E8_Field 5T6","E8","E8_T6_NT_CR1",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1309531244444
"E8_Field 5T7","E8","E8_T7_CT_CR5",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1292656244444
"E8_Field 5T8","E8","E8_T8_CT_CR6",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",55.2740468744445
"E8_Field 5T9","E8","E8_T9_CT_CR7",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.4379843744444
"E8_Field 6T1","E8","E8_T1_CT_CR1",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.9971406244444
"E8_Field 6T2","E8","E8_T2_CT_CR2",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.4584531244444
"E8_Field 6T2","E8","E8_T2_CT_CR2",2006,"0-15",49.9645937488889
"E8_Field 6T3","E8","E8_T3_CT_CR3",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",52.6572031244445
"E8_Field 6T3","E8","E8_T3_CT_CR3",2012,"0-15",46.8115937488889
"E8_Field 6T4","E8","E8_T4_NT_CR4",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",53.1502812544445
"E8_Field 6T5","E8","E8_T5_NT_CR3",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.0646718744444
"E8_Field 6T6","E8","E8_T6_NT_CR1",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1309531244444
"E8_Field 6T7","E8","E8_T7_CT_CR5",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.1292656244444
"E8_Field 6T8","E8","E8_T8_CT_CR6",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",55.2740468744445
"E8_Field 6T9","E8","E8_T9_CT_CR7",2000,"c(""0-7.5"", ""0-15"", ""7.5-15"")",54.4379843744444
